income,age,loan_amount,employment_years,credit_score,existing_debt,num_credit_lines,num_delinquencies_2yr,loan_term_months,interest_rate,home_ownership,loan_purpose,employment_type,default
43395.17,29,500.0,4.2,678.0,3807.68,13,0,60,24.02,OWN,debt_consolidation,self_employed,0
71827.25,57,500.0,6.2,755.0,10784.43,6,0,60,13.66,RENT,medical,salaried,0
66798.53,34,18844.51,8.4,753.0,14679.24,1,0,48,15.02,RENT,home_improvement,retired,0
57433.4,44,24283.7,7.5,646.0,0.0,3,0,12,21.89,RENT,credit_card,salaried,0
77069.99,31,14366.89,3.4,641.0,3210.35,14,0,36,20.88,RENT,debt_consolidation,retired,0
18598.55,26,12139.13,7.1,619.0,32002.89,13,0,84,23.32,RENT,debt_consolidation,self_employed,1
57978.99,49,21188.24,14.0,706.0,15307.97,12,0,48,13.78,MORTGAGE,medical,self_employed,0
51075.74,59,14774.92,2.3,540.0,9271.3,3,0,36,24.74,MORTGAGE,credit_card,salaried,1
95571.7,67,24524.53,7.1,546.0,0.0,12,1,60,12.57,RENT,debt_consolidation,salaried,1
36498.48,26,32174.27,6.7,664.0,0.0,16,0,24,17.71,OTHER,small_business,salaried,0
78523.97,33,16160.52,2.8,734.0,10735.55,6,0,24,11.57,MORTGAGE,home_improvement,salaried,0
74947.21,46,500.0,12.9,771.0,0.0,11,0,60,11.95,MORTGAGE,debt_consolidation,unemployed,0
97837.53,69,24721.07,1.7,811.0,1339.36,6,0,24,7.32,MORTGAGE,major_purchase,salaried,0
62923.18,41,19955.6,10.5,757.0,26424.03,12,0,12,17.31,RENT,major_purchase,salaried,0
19010.87,60,500.0,5.9,616.0,1799.92,19,0,84,24.42,OTHER,credit_card,self_employed,0
64349.27,51,16995.75,6.3,471.0,31445.2,14,0,24,12.8,RENT,debt_consolidation,retired,0
53532.21,64,3212.38,1.1,685.0,9563.97,6,1,36,15.88,RENT,debt_consolidation,self_employed,0
67561.62,59,38018.62,3.3,636.0,15929.22,14,1,36,11.1,RENT,other,salaried,0
31210.07,54,30697.36,4.8,700.0,3301.78,11,1,12,10.43,RENT,car,self_employed,0
12000.0,66,9841.64,2.0,659.0,11233.26,11,0,84,23.08,MORTGAGE,debt_consolidation,self_employed,0
60890.05,43,29200.63,2.7,733.0,27055.05,19,0,24,13.8,RENT,debt_consolidation,self_employed,0
65007.48,59,19159.48,7.1,841.0,24992.81,13,1,12,6.81,OWN,major_purchase,salaried,0
12000.0,68,500.0,4.9,635.0,16986.89,5,0,24,12.62,OWN,medical,salaried,0
110882.41,29,36025.58,11.5,656.0,19209.05,11,0,48,24.2,MORTGAGE,debt_consolidation,salaried,0
80982.0,27,16952.91,8.3,620.0,21075.83,0,0,36,20.24,MORTGAGE,credit_card,salaried,0
12000.0,39,500.0,5.1,639.0,12877.38,12,0,36,23.23,RENT,debt_consolidation,salaried,0
55846.28,41,28830.59,6.9,717.0,16704.82,19,0,12,17.96,OWN,major_purchase,salaried,0
48800.24,68,25665.63,4.0,660.0,8317.36,16,0,12,16.76,OTHER,other,salaried,0
61511.16,61,887.77,2.0,797.0,13050.04,9,1,84,15.59,MORTGAGE,debt_consolidation,retired,0
24252.65,31,1285.18,2.8,803.0,15872.17,14,0,48,12.94,OWN,credit_card,salaried,0
129552.77,21,1400.64,3.5,809.0,7538.62,4,3,84,17.62,MORTGAGE,small_business,salaried,0
87251.7,29,4708.8,8.8,773.0,14127.12,16,0,84,14.87,RENT,major_purchase,self_employed,0
56201.13,53,10492.37,8.7,621.0,16024.2,16,0,12,13.4,RENT,credit_card,salaried,1
34560.04,50,28485.63,0.8,687.0,25063.03,11,1,24,19.99,RENT,major_purchase,salaried,0
54713.97,35,8007.75,5.4,831.0,16226.22,16,0,84,14.38,MORTGAGE,debt_consolidation,salaried,0
56618.53,43,5528.4,9.7,659.0,28991.92,5,0,60,11.71,RENT,car,retired,1
37053.99,27,22590.05,6.5,639.0,1887.29,4,1,36,25.4,OWN,major_purchase,salaried,0
54342.0,66,38903.01,4.4,698.0,10101.46,4,0,24,3.91,RENT,car,salaried,0
55095.57,42,15010.22,11.4,732.0,37201.69,2,0,84,19.35,RENT,debt_consolidation,salaried,0
43939.64,22,19692.62,17.5,692.0,0.0,6,0,12,17.65,OWN,debt_consolidation,salaried,0
80055.36,28,24519.71,3.5,627.0,17682.17,17,0,24,16.6,MORTGAGE,credit_card,salaried,0
121181.25,43,45750.12,1.1,785.0,5312.94,10,0,60,3.04,RENT,debt_consolidation,salaried,0
92844.17,39,9296.43,1.8,661.0,14623.94,16,0,60,12.39,MORTGAGE,medical,self_employed,0
12764.53,35,27947.86,7.4,650.0,9537.43,9,0,84,14.79,RENT,credit_card,self_employed,0
54035.56,46,36425.58,4.0,626.0,5296.08,4,0,24,17.01,RENT,car,salaried,0
81040.96,45,4383.04,10.9,540.0,1979.44,17,0,48,17.84,RENT,credit_card,self_employed,1
33795.83,38,18631.84,1.2,775.0,24559.48,4,0,60,13.7,RENT,debt_consolidation,retired,0
84522.69,46,500.0,3.2,612.0,8021.13,14,1,60,15.79,OWN,credit_card,retired,0
88373.31,56,7108.27,4.5,727.0,5521.7,6,1,24,15.09,OWN,debt_consolidation,retired,0
83072.25,63,19242.52,4.1,673.0,1489.51,11,0,24,21.47,MORTGAGE,small_business,salaried,0
114877.84,41,6303.19,0.5,680.0,3890.43,10,0,12,21.04,RENT,debt_consolidation,unemployed,0
102530.75,41,500.0,15.4,756.0,17124.93,14,0,84,20.54,OWN,car,salaried,0
97016.46,62,6899.23,5.2,674.0,26166.84,8,0,48,3.0,OWN,small_business,retired,0
51329.95,58,500.0,8.4,561.0,18973.05,5,0,60,17.08,MORTGAGE,debt_consolidation,salaried,1
85331.6,50,23942.19,4.2,801.0,0.0,18,0,36,13.24,MORTGAGE,major_purchase,salaried,0
77767.61,40,18406.47,8.7,774.0,13254.11,5,1,60,22.88,OWN,home_improvement,salaried,0
60495.29,60,26421.29,6.8,621.0,0.0,3,3,84,16.66,MORTGAGE,small_business,self_employed,0
72280.66,67,2975.06,22.0,745.0,11993.64,17,1,60,21.37,OWN,debt_consolidation,salaried,0
89475.99,65,56161.75,6.4,635.0,20446.05,11,0,12,10.14,OWN,debt_consolidation,self_employed,0
12000.0,62,36072.03,4.2,625.0,22769.15,0,1,84,15.53,RENT,major_purchase,salaried,1
106602.8,37,2479.32,8.6,564.0,40565.7,7,0,12,15.64,RENT,home_improvement,salaried,0
83748.09,35,15306.9,9.2,583.0,6806.04,9,0,24,15.47,MORTGAGE,debt_consolidation,retired,0
65391.48,33,11384.41,19.7,,25620.18,4,0,36,22.59,RENT,credit_card,self_employed,0
33498.76,55,19576.98,2.9,749.0,13432.87,14,1,24,13.05,MORTGAGE,credit_card,retired,0
61232.01,26,10161.26,3.5,616.0,1460.82,8,1,48,20.51,OWN,small_business,self_employed,1
78878.75,59,1689.51,4.7,711.0,1253.58,4,0,24,16.52,MORTGAGE,debt_consolidation,salaried,0
30058.44,69,26297.37,6.9,606.0,10346.78,14,0,36,19.29,RENT,credit_card,salaried,1
86034.85,60,10604.14,3.9,639.0,23186.66,3,0,24,24.62,RENT,major_purchase,salaried,0
57795.53,43,17433.98,4.7,753.0,0.0,0,1,84,21.26,OWN,debt_consolidation,salaried,0
48738.03,42,32586.67,7.3,650.0,17774.84,3,0,60,10.98,MORTGAGE,credit_card,self_employed,0
58926.85,61,3512.87,7.8,580.0,16925.7,10,0,48,12.89,MORTGAGE,debt_consolidation,self_employed,0
128595.67,44,41248.61,5.7,560.0,2997.77,2,0,60,27.55,OWN,debt_consolidation,salaried,0
45537.15,27,1736.62,8.6,604.0,0.0,2,0,48,9.93,RENT,car,self_employed,0
64876.75,39,6454.77,2.5,699.0,17872.81,15,0,60,15.2,OTHER,car,salaried,0
89875.63,63,33451.28,15.3,651.0,27812.3,19,0,36,23.48,MORTGAGE,home_improvement,self_employed,0
86247.7,63,6634.62,4.7,575.0,38478.34,5,0,60,29.21,RENT,car,self_employed,1
80432.13,22,40428.68,7.4,766.0,0.0,15,0,60,12.23,RENT,medical,self_employed,0
91675.89,66,32881.59,4.9,850.0,23432.48,12,0,48,9.48,RENT,small_business,salaried,0
129557.97,41,4881.27,1.6,716.0,24975.27,18,0,36,23.4,RENT,credit_card,salaried,0
98456.84,35,31272.89,11.7,749.0,23699.66,9,1,36,23.81,RENT,home_improvement,retired,0
38303.94,48,500.0,5.4,573.0,17789.39,19,1,48,16.59,RENT,debt_consolidation,salaried,1
65262.62,58,15676.1,13.5,597.0,13970.77,5,0,60,13.7,OTHER,debt_consolidation,self_employed,0
68887.04,50,500.0,15.4,714.0,26513.67,15,0,84,23.79,MORTGAGE,debt_consolidation,salaried,0
56855.17,64,16410.07,4.4,574.0,23482.37,15,0,24,32.04,RENT,debt_consolidation,salaried,1
77585.43,50,7643.14,12.2,628.0,16021.66,0,0,84,16.49,OWN,other,self_employed,0
50624.18,59,20669.94,2.3,567.0,19225.34,1,0,60,21.19,OWN,credit_card,salaried,1
60006.24,24,11374.33,2.8,811.0,7867.2,9,0,48,10.67,OWN,debt_consolidation,self_employed,0
62236.59,40,44075.37,2.5,719.0,10160.9,6,0,60,6.99,MORTGAGE,major_purchase,salaried,0
104979.85,66,11737.09,6.8,681.0,6176.05,17,0,48,13.76,MORTGAGE,medical,self_employed,0
100512.71,29,9020.35,2.5,766.0,0.0,7,0,60,10.3,OWN,credit_card,salaried,0
44622.31,68,15150.09,2.5,655.0,24129.7,6,0,84,17.85,OTHER,major_purchase,salaried,1
22930.16,33,2927.68,3.2,699.0,18338.59,15,0,60,18.41,MORTGAGE,credit_card,salaried,0
106698.54,59,51152.85,3.3,663.0,10744.09,2,0,36,15.63,RENT,major_purchase,salaried,0
46301.02,55,500.0,6.2,597.0,28054.55,16,0,60,26.82,MORTGAGE,debt_consolidation,salaried,1
76293.46,33,27484.43,17.1,718.0,15322.04,2,0,24,18.3,RENT,major_purchase,salaried,0
34417.27,41,500.0,7.2,775.0,39927.12,12,0,36,19.92,OWN,car,salaried,0
70312.38,41,7977.22,6.1,646.0,23075.03,1,0,24,13.92,RENT,medical,unemployed,0
82316.27,68,24029.71,2.8,554.0,19117.76,5,0,48,14.05,OWN,debt_consolidation,salaried,0
86326.32,45,18906.36,1.0,735.0,28795.48,6,1,60,20.95,RENT,home_improvement,salaried,0
109850.86,27,22574.78,8.0,667.0,0.0,10,0,36,12.52,MORTGAGE,other,salaried,0
107407.01,68,31057.71,6.7,582.0,19989.75,7,0,60,24.41,RENT,small_business,salaried,0
71514.07,47,16826.59,9.5,741.0,7137.26,17,0,48,8.22,OWN,debt_consolidation,salaried,0
95170.9,66,31209.89,0.8,754.0,10113.05,10,0,48,15.84,MORTGAGE,small_business,self_employed,0
86604.44,51,24097.78,6.1,593.0,10314.7,4,0,60,15.5,RENT,credit_card,salaried,0
114896.3,53,15571.33,5.8,655.0,17642.16,16,1,60,23.52,MORTGAGE,medical,salaried,0
48872.64,69,5258.99,2.3,763.0,12847.93,0,0,84,19.33,MORTGAGE,debt_consolidation,salaried,0
33168.94,32,9536.16,2.6,731.0,5153.17,2,0,60,16.61,RENT,debt_consolidation,self_employed,0
80936.48,33,11547.03,2.9,668.0,17891.98,19,0,24,22.49,MORTGAGE,other,salaried,0
12000.0,53,12896.22,5.7,707.0,11479.57,15,1,84,11.42,OWN,debt_consolidation,salaried,1
124089.54,45,13514.35,7.9,705.0,22014.02,8,1,24,16.59,OTHER,debt_consolidation,self_employed,0
66968.37,22,13317.17,7.7,615.0,30396.86,9,2,84,8.66,RENT,car,salaried,0
,25,500.0,3.2,694.0,7982.89,1,1,12,27.52,RENT,home_improvement,salaried,1
114325.62,21,33974.1,6.5,747.0,7989.09,17,1,36,14.12,OWN,credit_card,salaried,0
40970.91,30,11582.22,7.2,687.0,25857.0,16,1,84,26.5,MORTGAGE,major_purchase,salaried,1
68008.12,47,24931.21,1.8,822.0,0.0,16,0,48,10.36,MORTGAGE,credit_card,salaried,0
36532.34,25,10955.83,0.7,499.0,15898.53,8,0,12,25.18,MORTGAGE,credit_card,salaried,1
36883.95,57,12139.4,0.5,742.0,16340.75,10,0,60,16.82,MORTGAGE,debt_consolidation,salaried,0
114455.08,43,18019.96,3.1,833.0,15073.46,4,0,12,11.15,MORTGAGE,car,salaried,0
102869.34,57,53469.6,3.4,476.0,23491.9,1,1,48,15.86,RENT,home_improvement,salaried,1
118717.37,35,33173.54,26.9,627.0,0.0,9,0,36,20.03,MORTGAGE,car,salaried,0
12000.0,23,7208.83,12.7,739.0,15120.92,19,0,36,13.32,RENT,debt_consolidation,retired,1
63424.18,36,16588.01,8.0,736.0,14509.07,3,0,12,20.1,OWN,home_improvement,salaried,0
18495.46,56,13971.53,3.9,700.0,31876.87,0,1,84,16.8,OTHER,medical,retired,1
51912.15,21,37897.39,3.8,632.0,17443.36,8,0,60,19.89,OWN,small_business,salaried,0
48596.72,63,19082.01,9.7,676.0,6336.81,9,0,48,15.86,RENT,small_business,salaried,0
85391.14,58,715.44,6.5,580.0,15535.15,12,0,36,21.85,OWN,credit_card,salaried,0
110649.74,49,41415.3,12.5,695.0,24620.85,9,0,12,6.42,RENT,debt_consolidation,salaried,0
60084.34,28,1642.3,3.3,793.0,19714.25,10,0,84,27.08,RENT,home_improvement,salaried,0
57435.04,45,21704.84,8.3,782.0,14551.87,14,0,24,20.6,RENT,medical,salaried,0
73970.57,39,500.0,7.6,670.0,15859.58,15,1,60,23.15,OWN,home_improvement,salaried,0
73261.19,25,13991.59,2.3,713.0,32678.8,4,0,84,14.28,OWN,major_purchase,self_employed,0
12000.0,59,18660.62,1.5,620.0,7722.42,12,0,60,18.32,RENT,credit_card,salaried,1
69062.31,53,22408.73,3.5,740.0,31662.7,13,1,12,11.93,RENT,credit_card,salaried,0
60761.95,22,19127.16,0.8,691.0,42843.98,6,0,12,14.45,MORTGAGE,home_improvement,retired,0
68101.5,51,13402.22,7.4,632.0,25796.5,12,0,84,22.09,RENT,credit_card,salaried,0
12000.0,29,5871.92,9.2,740.0,0.0,9,0,12,20.14,MORTGAGE,credit_card,retired,1
84694.48,51,22711.97,6.5,634.0,24938.68,3,0,84,19.71,RENT,debt_consolidation,self_employed,0
44193.98,54,500.0,7.8,843.0,20744.41,15,0,36,9.16,OWN,medical,salaried,0
22919.48,24,1093.38,4.5,692.0,25162.01,16,0,60,13.55,RENT,home_improvement,unemployed,1
24574.12,39,17304.04,15.8,609.0,26033.77,6,0,60,24.54,MORTGAGE,major_purchase,salaried,1
111754.33,60,54882.68,5.3,768.0,14816.16,13,0,24,15.44,RENT,debt_consolidation,unemployed,1
29818.71,55,14151.25,12.6,619.0,25980.04,13,0,84,17.24,RENT,medical,salaried,1
54611.46,60,34659.17,11.7,689.0,15723.72,7,0,84,22.85,RENT,debt_consolidation,self_employed,0
19172.83,48,17808.65,1.4,806.0,31859.28,2,1,36,6.76,RENT,credit_card,self_employed,1
80354.69,44,15769.34,2.9,613.0,32244.82,5,0,36,12.68,RENT,home_improvement,salaried,1
48381.17,40,24374.5,3.6,645.0,17017.51,11,0,84,23.15,MORTGAGE,debt_consolidation,retired,0
57484.9,51,50046.23,4.1,568.0,9961.53,6,0,36,20.89,RENT,debt_consolidation,salaried,0
52517.52,65,500.0,1.6,664.0,34053.26,17,0,60,13.61,RENT,medical,unemployed,0
67114.15,36,16075.55,1.6,542.0,9368.65,4,1,84,23.02,MORTGAGE,home_improvement,salaried,0
46082.99,54,33026.03,6.7,660.0,6150.79,4,1,48,16.99,RENT,small_business,self_employed,0
13146.35,35,7811.65,2.9,692.0,29589.52,18,0,24,10.87,RENT,major_purchase,salaried,1
78197.27,44,20410.6,4.7,814.0,5509.44,15,1,24,17.65,MORTGAGE,debt_consolidation,salaried,1
58924.77,53,500.0,13.2,655.0,19913.48,3,0,84,25.61,RENT,car,salaried,0
132585.29,48,26133.29,4.3,554.0,0.0,16,0,12,21.29,RENT,debt_consolidation,self_employed,0
48346.26,58,7636.71,8.2,694.0,5024.04,6,1,12,13.45,RENT,debt_consolidation,salaried,0
68470.34,69,7524.58,0.7,636.0,22167.98,10,0,48,16.14,OWN,credit_card,salaried,0
72231.49,26,6044.39,2.7,754.0,29834.67,8,0,12,14.37,OWN,major_purchase,unemployed,0
25632.05,27,31989.87,9.6,642.0,4773.37,16,0,48,16.21,MORTGAGE,car,unemployed,1
128053.19,61,500.0,0.5,701.0,14870.33,13,0,12,25.29,RENT,small_business,salaried,0
47658.47,23,50419.73,4.2,665.0,11601.66,19,0,60,16.59,RENT,credit_card,salaried,0
12000.0,37,3224.83,5.0,651.0,13455.41,15,2,60,17.85,RENT,debt_consolidation,unemployed,1
77105.69,31,39801.45,21.9,718.0,25135.98,3,0,36,21.75,MORTGAGE,small_business,salaried,0
76935.57,44,6153.61,1.2,749.0,3587.71,15,1,48,13.97,MORTGAGE,credit_card,salaried,1
78503.42,32,12358.44,4.1,593.0,29906.41,5,1,60,22.2,RENT,credit_card,unemployed,1
76351.16,31,18425.71,6.3,791.0,12931.0,7,0,36,14.85,RENT,medical,unemployed,0
87277.87,54,7418.28,0.6,591.0,24064.7,12,2,24,25.51,RENT,home_improvement,salaried,0
19815.81,51,2466.79,2.5,729.0,0.0,12,1,48,18.78,RENT,debt_consolidation,salaried,0
118617.81,33,30836.52,10.6,732.0,2320.32,9,0,60,15.67,MORTGAGE,debt_consolidation,salaried,0
112182.08,41,23745.59,1.6,726.0,14693.25,16,0,36,21.5,RENT,car,salaried,0
65408.58,49,500.0,2.7,751.0,2252.2,18,1,60,11.69,RENT,debt_consolidation,salaried,0
43939.59,61,11633.48,3.9,586.0,14572.37,15,0,36,22.54,MORTGAGE,small_business,salaried,0
32490.95,49,32700.17,8.5,713.0,22617.49,0,0,24,27.84,RENT,debt_consolidation,salaried,1
12000.0,38,34226.03,10.9,724.0,0.0,6,0,24,5.43,OTHER,major_purchase,salaried,1
25092.01,21,9711.09,1.3,673.0,16604.77,17,0,60,18.55,RENT,car,salaried,0
44227.11,64,500.0,11.1,516.0,18537.48,8,0,36,23.53,OWN,debt_consolidation,salaried,1
90777.06,67,28589.12,4.9,673.0,5008.85,8,0,60,20.32,MORTGAGE,credit_card,self_employed,0
92495.12,63,38142.33,3.5,668.0,11721.91,13,0,84,20.69,RENT,major_purchase,self_employed,0
72804.06,45,9369.78,5.3,813.0,236.18,4,0,60,11.01,RENT,car,unemployed,0
62972.07,37,25001.61,0.5,747.0,9972.63,13,0,60,13.0,MORTGAGE,home_improvement,salaried,1
61774.93,49,17848.28,2.2,478.0,0.0,17,2,84,22.91,MORTGAGE,home_improvement,salaried,1
45012.96,27,14399.9,8.5,806.0,4512.79,17,0,84,3.56,RENT,credit_card,self_employed,0
44104.06,21,6790.96,3.8,793.0,21418.31,2,2,24,10.74,RENT,debt_consolidation,self_employed,0
34461.99,64,5528.36,7.3,783.0,32196.4,0,0,48,10.58,OWN,debt_consolidation,retired,0
51152.97,66,29576.53,1.4,687.0,32036.81,12,1,24,9.63,RENT,debt_consolidation,salaried,0
98807.96,39,3860.89,6.9,699.0,7754.33,13,0,60,15.32,RENT,home_improvement,salaried,0
50633.83,44,5712.65,12.1,850.0,0.0,11,0,60,16.74,OWN,other,salaried,0
88365.32,50,8533.85,7.9,670.0,0.0,8,1,84,13.96,MORTGAGE,medical,salaried,0
76089.71,22,19738.08,5.2,601.0,22557.87,18,1,12,24.09,RENT,credit_card,salaried,0
28252.29,56,1161.24,3.2,792.0,24988.49,8,0,60,14.35,RENT,medical,salaried,0
60894.97,25,26398.71,3.4,569.0,0.0,19,3,24,22.57,MORTGAGE,home_improvement,salaried,1
59419.15,42,500.0,6.9,773.0,0.0,19,0,84,18.72,OTHER,debt_consolidation,self_employed,0
68009.48,35,37520.12,7.4,646.0,23385.68,7,0,12,13.48,RENT,other,salaried,0
83939.92,57,8026.89,8.0,696.0,7903.18,2,0,48,18.46,MORTGAGE,debt_consolidation,salaried,0
95888.66,33,47647.54,7.8,710.0,13989.64,10,0,60,22.29,RENT,debt_consolidation,salaried,0
48873.72,37,54738.53,5.0,609.0,4093.87,12,1,24,17.91,MORTGAGE,car,self_employed,1
79108.04,62,32782.13,2.5,707.0,3412.25,16,0,36,22.24,RENT,debt_consolidation,retired,0
129492.72,31,10611.85,6.8,600.0,24469.79,18,0,36,21.12,RENT,debt_consolidation,salaried,0
84505.73,21,24261.37,7.9,655.0,19175.01,14,0,60,11.52,RENT,medical,self_employed,0
132845.89,36,26343.02,9.2,835.0,1897.97,16,0,84,16.07,RENT,small_business,self_employed,0
122906.77,34,13026.76,3.6,566.0,20245.79,11,1,48,25.11,MORTGAGE,major_purchase,salaried,0
49560.47,27,21002.16,1.4,801.0,32147.12,7,0,24,5.18,RENT,small_business,self_employed,0
12000.0,36,12419.02,5.3,699.0,27167.64,19,1,48,7.59,OWN,debt_consolidation,self_employed,1
57941.69,32,1620.61,7.3,480.0,18079.91,12,0,24,18.87,OWN,home_improvement,self_employed,0
64960.26,36,500.0,3.4,704.0,17344.7,17,0,48,22.61,MORTGAGE,small_business,salaried,0
53543.17,21,10502.69,4.2,784.0,10106.07,4,0,12,16.5,OWN,debt_consolidation,retired,0
110585.44,34,500.0,2.9,746.0,21397.58,3,0,24,20.03,OWN,debt_consolidation,salaried,0
73467.41,29,500.0,0.3,783.0,20076.25,14,0,24,18.28,OWN,car,retired,0
42537.72,121,23524.93,3.9,700.0,0.0,1,1,48,7.34,MORTGAGE,other,self_employed,0
78353.74,59,27331.96,13.5,685.0,25143.88,5,2,84,12.45,OWN,home_improvement,unemployed,0
58110.79,64,35338.36,2.0,769.0,26796.24,0,0,48,15.12,OWN,home_improvement,self_employed,0
,64,25368.15,1.3,543.0,34067.66,13,0,48,25.64,RENT,medical,salaried,1
18778.13,41,500.0,6.4,745.0,22117.36,2,1,84,19.25,MORTGAGE,credit_card,salaried,1
103252.26,60,500.0,1.5,739.0,26460.41,1,1,24,18.02,RENT,small_business,salaried,0
93173.71,32,14742.81,12.0,714.0,23886.76,12,1,24,16.84,MORTGAGE,debt_consolidation,salaried,0
32359.86,58,7032.28,4.8,766.0,13834.4,18,1,84,20.75,OWN,debt_consolidation,salaried,0
39149.84,40,25626.79,13.1,758.0,0.0,19,1,24,19.6,RENT,home_improvement,salaried,0
58116.74,25,34087.04,14.2,574.0,35578.56,8,0,84,19.53,RENT,credit_card,salaried,0
63860.0,37,33455.89,2.1,681.0,30680.13,17,0,84,21.86,MORTGAGE,medical,retired,0
48836.02,55,6965.77,4.3,635.0,15953.68,8,1,48,14.15,RENT,credit_card,salaried,0
124799.7,29,13246.87,11.2,757.0,6025.53,1,1,36,19.28,MORTGAGE,debt_consolidation,salaried,0
12000.0,69,18812.35,6.8,692.0,12540.57,1,1,24,27.02,RENT,debt_consolidation,salaried,1
47987.48,57,22405.58,3.1,683.0,32752.27,15,0,12,15.88,RENT,credit_card,salaried,0
110103.42,53,29164.11,7.1,683.0,31455.12,8,2,36,16.66,RENT,small_business,retired,0
55906.32,50,5176.61,1.6,773.0,8537.31,1,0,48,15.68,RENT,credit_card,salaried,0
101608.63,58,10473.05,6.2,738.0,27401.06,5,0,24,29.8,MORTGAGE,credit_card,salaried,0
23198.41,61,33500.37,2.1,569.0,0.0,4,0,60,20.17,MORTGAGE,credit_card,self_employed,1
32206.08,50,28430.17,8.4,659.0,3824.48,12,0,48,15.06,OWN,major_purchase,salaried,0
51570.33,34,22761.22,7.5,574.0,48061.29,10,1,60,33.2,OWN,other,self_employed,0
59835.64,59,45275.23,3.7,596.0,31954.6,5,0,36,27.32,MORTGAGE,debt_consolidation,salaried,1
47174.26,68,5977.01,12.9,774.0,30646.21,10,1,36,15.02,MORTGAGE,other,salaried,0
50350.48,67,20078.09,14.7,572.0,0.0,17,1,24,16.21,MORTGAGE,major_purchase,salaried,0
71478.75,60,6784.01,0.8,447.0,0.0,12,0,84,26.09,OWN,debt_consolidation,retired,0
113299.71,61,11464.75,9.8,711.0,25834.48,15,0,84,22.5,OWN,debt_consolidation,retired,0
71374.74,47,19670.85,7.4,507.0,17981.12,4,0,48,28.68,OWN,home_improvement,salaried,1
35509.34,55,15549.21,6.7,615.0,16009.55,9,0,60,22.9,RENT,medical,retired,0
84720.86,37,36107.72,1.4,765.0,24628.29,17,1,36,17.46,RENT,small_business,salaried,0
31326.05,69,20516.49,4.9,685.0,29911.75,1,1,60,19.17,MORTGAGE,medical,salaried,0
41038.99,53,21126.81,13.0,793.0,19799.71,0,1,24,18.82,MORTGAGE,home_improvement,salaried,0
120174.77,67,15831.45,1.7,725.0,19166.27,13,0,24,21.82,RENT,other,salaried,0
80469.68,30,35824.68,2.7,667.0,14057.92,13,0,24,21.03,MORTGAGE,credit_card,salaried,0
37531.29,25,32458.91,11.3,621.0,6063.69,19,0,36,16.38,RENT,home_improvement,salaried,0
17086.96,54,35490.67,1.9,632.0,28479.82,7,2,84,22.32,MORTGAGE,credit_card,unemployed,1
18434.99,41,500.0,4.7,629.0,19249.47,2,0,84,18.59,OWN,credit_card,salaried,0
28095.45,53,45912.43,4.4,672.0,0.0,7,0,48,8.01,MORTGAGE,credit_card,unemployed,0
97352.49,64,36854.34,3.5,738.0,5630.86,2,0,84,22.1,OTHER,credit_card,salaried,0
53108.67,23,44185.39,3.0,723.0,19049.57,7,2,60,14.37,MORTGAGE,medical,salaried,0
81360.42,21,500.0,1.9,587.0,34972.29,16,0,48,28.67,OWN,home_improvement,retired,0
12000.0,67,37907.52,2.0,723.0,0.0,9,0,24,8.59,RENT,credit_card,salaried,1
48847.71,40,36591.41,5.3,663.0,37067.49,14,0,48,15.28,OWN,credit_card,salaried,0
85380.63,49,21589.67,10.2,653.0,5959.03,18,0,48,12.86,OWN,other,salaried,0
80579.69,55,9264.67,7.8,814.0,24348.53,15,0,60,6.46,MORTGAGE,debt_consolidation,salaried,0
68895.72,65,32838.3,0.4,731.0,17663.72,14,1,48,19.36,MORTGAGE,medical,salaried,0
93866.62,48,19333.86,2.5,752.0,24895.2,4,0,48,5.79,RENT,debt_consolidation,self_employed,0
12000.0,52,23623.68,4.4,699.0,29917.32,13,1,12,15.8,MORTGAGE,debt_consolidation,salaried,1
58032.73,59,30656.89,3.2,671.0,17589.37,4,0,60,23.21,RENT,credit_card,retired,0
69353.67,54,41437.39,2.8,727.0,35616.03,2,0,48,17.6,RENT,credit_card,salaried,0
76313.7,44,23077.11,7.1,630.0,13956.91,17,0,36,19.82,MORTGAGE,credit_card,self_employed,0
70227.0,44,23339.06,2.9,692.0,0.0,16,0,60,9.07,RENT,home_improvement,salaried,0
60234.67,23,36580.94,2.5,650.0,6141.22,5,1,84,23.75,MORTGAGE,car,salaried,0
56347.73,26,6769.65,4.4,738.0,32430.01,7,1,24,18.26,MORTGAGE,debt_consolidation,salaried,0
62743.08,54,44763.48,4.7,531.0,9690.62,8,0,84,28.2,MORTGAGE,debt_consolidation,self_employed,1
89008.09,22,25803.15,0.6,743.0,29748.2,18,2,48,16.71,MORTGAGE,debt_consolidation,salaried,0
37680.62,42,28607.71,7.5,695.0,0.0,1,0,60,18.39,OWN,credit_card,salaried,0
69707.37,21,5108.88,4.2,589.0,21818.93,15,0,48,20.58,RENT,debt_consolidation,salaried,0
99971.61,69,27891.75,11.7,638.0,19326.12,17,0,48,21.02,OWN,credit_card,self_employed,1
116240.41,42,17820.46,10.2,749.0,5039.17,1,1,48,10.6,MORTGAGE,debt_consolidation,salaried,0
119442.63,60,49104.45,11.8,719.0,0.0,5,1,24,15.51,RENT,credit_card,salaried,0
